TIMESTAMP PPG0 PPG1 PPG2 AMBIENT
832781823971518208 345278 310347 335025 -173075
832781823989699968 345317 310371 334999 -173043
832781824007881856 345252 310389 334992 -173042
832781824026063616 345254 310397 335008 -173038
832781824044245504 345263 310372 335029 -173056
832781824062427264 345237 310377 335002 -173075
832781824080609152 345211 310408 334990 -173044
832781824098790912 345244 310372 335000 -173100
832781824116972800 345245 310367 335030 -173106
832781824135154560 345268 310386 335022 -173099
832781824153336448 345310 310393 335065 -173058
832781824171518208 345248 310367 334994 -173073
832781824189699968 345235 310426 335031 -173029
832781824207881856 345291 310407 335039 -173040
832781824226063616 345253 310428 335037 -173041
832781824244245504 345219 310358 335023 -173039
832781824262427264 345220 310431 335059 -173107
832781824280609152 345268 310426 335060 -173073
832781824298790912 345302 310444 335056 -173030
832781824316972800 345210 310385 334978 -173102
832781824335154560 345335 310415 335020 -173027
832781824353336448 345265 310455 335019 -173038
832781824371518208 345289 310457 335063 -173051
832781824389699968 345297 310425 335005 -173063
832781824407881856 345250 310415 335030 -173035
832781824426063616 345253 310428 335044 -173004
832781824444245504 345283 310416 335014 -173077
832781824462427264 345319 310377 335020 -173033
832781824480609152 345293 310486 335062 -173085
832781824498790912 345311 310448 335023 -173001
832781824516972800 345302 310383 335024 -172994
832781824535154560 345240 310423 335012 -173072
832781824553336448 345282 310422 335028 -173030
832781824571518208 345295 310448 335007 -173041
832781824589699968 345362 310411 335018 -173041
832781824607881856 345307 310453 335060 -173042
832781824626063616 345270 310367 335002 -173062
832781824644245504 345260 310426 335012 -173057
832781824662427264 345270 310454 335024 -173052
832781824680609152 345230 310375 334933 -173055
832781824698790912 345317 310376 334983 -173042
832781824716972800 345298 310419 335041 -173056
832781824735154560 345318 310466 335043 -173035
832781824753336448 345310 310404 335010 -173021
832781824771518208 345284 310421 335067 -173009
832781824789699968 345334 310359 335006 -173005
832781824807881856 345347 310357 335020 -172997
832781824826063616 345300 310412 335068 -173046
832781824844245504 345317 310414 335007 -173036
832781824862427264 345278 310416 335082 -173026
832781824880609152 345217 310357 335022 -173053
832781824898790942 345266 310356 335002 -173079
832781824917003392 345320 310441 335029 -173055
832781824935215872 345314 310412 335087 -173050
832781824953428224 345363 310378 335009 -173060
832781824971640704 345281 310441 335058 -173059
832781824989853184 345281 310430 335101 -172994
832781825008065536 345288 310379 335068 -173045
832781825026278016 345287 310423 335029 -173057
832781825044490496 345259 310401 335022 -173073
832781825062702848 345272 310328 335027 -173059
832781825080915328 345303 310370 335052 -173045
832781825099127808 345306 310443 335036 -173027
832781825117340160 345285 310445 334989 -173095
832781825135552640 345342 310470 335003 -173057
832781825153765120 345333 310475 335017 -173046
832781825171977472 345302 310398 335032 -173021
832781825190189952 345240 310446 335048 -173026
832781825208402432 345273 310453 335035 -173070
832781825226614784 345302 310427 335057 -173057
832781825244827264 345327 310438 335097 -173081
832781825263039744 345308 310442 335033 -173023
832781825281252096 345239 310427 335028 -173054
832781825299464576 345263 310424 335014 -173045
832781825317677056 345306 310428 335020 -173028
832781825335889408 345277 310431 335010 -173003
832781825354101888 345315 310422 335046 -173058
832781825372314368 345331 310397 335020 -173063
832781825390526848 345291 310388 335002 -173044
832781825408739200 345259 310443 335022 -173004
832781825426951680 345253 310445 335060 -173028
832781825445164160 345304 310456 335026 -173021
832781825463376512 345272 310449 334999 -173040
832781825481588992 345305 310393 335015 -173021
832781825499801472 345314 310461 335039 -172982
832781825518013824 345253 310443 335043 -173048
832781825536226304 345255 310452 335032 -173014
832781825554438784 345320 310507 335049 -172995
832781825572651136 345273 310435 335063 -172987
832781825590863616 345255 310430 335001 -173028
