TIMESTAMP PPG0 PPG1 PPG2 AMBIENT
832349320287689216 20940 -96430 -125652 -325786
832349320305870976 20931 -96403 -125661 -325828
832349320324052864 20905 -96365 -125605 -325815
832349320342234624 20966 -96412 -125557 -325780
832349320360416512 20906 -96402 -125702 -325826
832349320378598272 20891 -96427 -125679 -325813
832349320396780160 20853 -96468 -125643 -325784
832349320414961920 20895 -96423 -125675 -325797
832349320433143808 20910 -96395 -125658 -325743
832349320451325568 20987 -96325 -125604 -325716
832349320469507456 20946 -96400 -125694 -325797
832349320487689216 20946 -96413 -125630 -325756
832349320505870976 20894 -96359 -125688 -325797
832349320524052864 20966 -96418 -125687 -325791
832349320542234624 20904 -96470 -125661 -325812
832349320560416512 20898 -96423 -125673 -325782
832349320578598272 20816 -96491 -125761 -325866
832349320596780160 20867 -96443 -125666 -325806
832349320614961920 20889 -96471 -125655 -325875
832349320633143808 20871 -96447 -125666 -325830
832349320651325568 20938 -96468 -125594 -325823
832349320669507456 20897 -96475 -125629 -325849
832349320687689216 20914 -96410 -125664 -325784
832349320705870976 20921 -96447 -125689 -325800
832349320724052864 20927 -96433 -125660 -325799
832349320742234624 20919 -96412 -125678 -325825
832349320760416512 20925 -96414 -125647 -325772
832349320778598272 20943 -96423 -125697 -325815
832349320796780160 20918 -96449 -125672 -325838
832349320814961920 20923 -96454 -125673 -325813
832349320833143808 20891 -96426 -125695 -325820
832349320851325568 20903 -96432 -125632 -325789
832349320869507456 20888 -96500 -125708 -325834
832349320887689216 20859 -96461 -125690 -325874
832349320905870976 20855 -96474 -125713 -325829
832349320924052864 20887 -96494 -125674 -325817
832349320942234624 20840 -96545 -125710 -325821
832349320960416512 20948 -96453 -125634 -325824
832349320978598272 20875 -96480 -125729 -325865
832349320996780160 20901 -96434 -125694 -325764
832349321014961920 20926 -96418 -125692 -325800
832349321033143808 20840 -96417 -125713 -325763
832349321051325568 20888 -96430 -125669 -325747
832349321069507456 20820 -96415 -125721 -325782
832349321087689216 20829 -96444 -125725 -325815
832349321105870976 20831 -96494 -125746 -325839
832349321124052822 20873 -96496 -125694 -325816
832349321142265600 20940 -96520 -125671 -325801
832349321160478336 20946 -96435 -125603 -325813
832349321178691072 20932 -96536 -125715 -325808
832349321196903808 20888 -96494 -125721 -325837
832349321215116544 20861 -96468 -125632 -325805
832349321233329280 20901 -96489 -125670 -325832
832349321251542016 20893 -96452 -125664 -325814
832349321269754752 20896 -96450 -125635 -325746
832349321287967488 20859 -96462 -125669 -325852
832349321306180224 20852 -96477 -125609 -325839
832349321324392832 20864 -96426 -125672 -325819
832349321342605568 20828 -96414 -125643 -325854
832349321360818304 20819 -96458 -125726 -325824
832349321379031040 20824 -96415 -125687 -325820
832349321397243776 20859 -96448 -125659 -325840
832349321415456512 20873 -96410 -125652 -325822
832349321433669248 20870 -96493 -125733 -325868
832349321451881984 20912 -96451 -125647 -325757
832349321470094720 20851 -96430 -125702 -325849
832349321488307456 20873 -96440 -125697 -325821
832349321506520192 20874 -96503 -125721 -325806
832349321524732928 20884 -96453 -125715 -325838
832349321542945664 20830 -96493 -125734 -325864
832349321561158400 20870 -96495 -125697 -325823
832349321579371136 20871 -96458 -125704 -325814
832349321597583872 20885 -96450 -125705 -325845
832349321615796608 20847 -96450 -125748 -325784
832349321634009344 20913 -96443 -125706 -325788
832349321652221952 20891 -96426 -125661 -325761
832349321670434688 20822 -96477 -125727 -325818
832349321688647424 20964 -96408 -125649 -325819
832349321706860160 20948 -96457 -125657 -325811
832349321725072896 20914 -96491 -125663 -325792
832349321743285632 20970 -96434 -125694 -325779
832349321761498368 20868 -96463 -125673 -325831
832349321779711104 20830 -96513 -125790 -325849
832349321797923840 20902 -96400 -125677 -325821
832349321816136576 20942 -96413 -125694 -325814
832349321834349312 20893 -96447 -125656 -325802
832349321852562048 20938 -96455 -125656 -325831
832349321870774784 20910 -96503 -125675 -325835
832349321888987520 20878 -96465 -125724 -325853
832349321907200256 20916 -96339 -125707 -325801
832349321925412992 20897 -96417 -125668 -325768
832349321943625728 20910 -96345 -125638 -325763
832349321961838464 20907 -96438 -125681 -325773
832349321980051200 20923 -96427 -125621 -325828
832349321998263818 20905 -96395 -125675 -325806
832349322016476416 20915 -96412 -125655 -325791
832349322034689024 20872 -96450 -125657 -325781
