TIMESTAMP PPG0 PPG1 PPG2 AMBIENT
832430358519143680 408182 390247 347286 180952
832430358537325440 408225 390333 347317 180987
832430358555507328 408138 390223 347230 180949
832430358573689088 408105 390281 347241 180939
832430358591870976 408040 390190 347245 180884
832430358610052736 407970 390157 347225 180855
832430358628234624 407977 390146 347231 180917
832430358646416384 407951 390191 347144 180900
832430358664598272 408051 390223 347216 180918
832430358682780032 408143 390199 347253 180937
832430358700961920 408132 390237 347275 180860
832430358719143680 408200 390316 347242 180884
832430358737325440 408224 390298 347295 180955
832430358755507328 408092 390317 347208 180885
832430358773689088 408073 390237 347209 180938
832430358791870976 408028 390162 347209 180968
832430358810052736 407994 390157 347188 180976
832430358828234624 408039 390169 347235 180918
832430358846416384 408122 390228 347266 180905
832430358864598272 408113 390210 347226 180954
832430358882780032 408109 390247 347179 180910
832430358900961920 408141 390267 347191 180920
832430358919143680 408175 390350 347261 180961
832430358937325440 408121 390317 347202 180902
832430358955507328 408124 390290 347233 180918
832430358973689088 408027 390217 347238 180904
832430358991870976 407927 390127 347141 180891
832430359010052736 407914 390169 347160 180908
832430359028234624 408021 390196 347190 180922
832430359046416384 408011 390179 347208 180947
832430359064598272 407984 390203 347199 180952
832430359082780032 408067 390288 347234 180936
832430359100961920 408074 390260 347204 180874
832430359119143680 408166 390331 347195 180905
832430359137325440 408114 390319 347260 180888
832430359155507328 408090 390219 347263 180899
832430359173689088 408009 390209 347212 180896
832430359191870976 407876 390127 347150 180863
832430359210052736 407961 390149 347216 180928
832430359228234624 407962 390153 347137 180882
832430359246416384 407969 390217 347179 180927
832430359264598272 408034 390166 347172 180859
832430359282780032 408100 390175 347217 180911
832430359300961920 408132 390295 347256 180918
832430359319143662 408124 390301 347266 180911
832430359337355776 408112 390291 347262 180937
832430359355567872 408071 390246 347235 180907
832430359373779840 407957 390212 347215 180936
832430359391991936 407882 390148 347170 180871
832430359410204032 407988 390179 347205 180898
832430359428416000 408049 390190 347280 180986
832430359446628096 408047 390225 347198 180956
832430359464840192 408083 390214 347228 180931
832430359483052288 408112 390257 347183 180933
832430359501264256 408217 390281 347279 180934
832430359519476352 408152 390309 347278 180917
832430359537688448 408157 390321 347278 181010
832430359555900416 408118 390295 347270 180957
832430359574112512 408035 390223 347269 180930
832430359592324608 407983 390179 347247 180944
832430359610536576 408003 390154 347228 180941
832430359628748672 408054 390177 347240 180900
832430359646960768 408057 390216 347243 180908
832430359665172736 408066 390231 347189 180937
832430359683384832 408075 390245 347163 180909
832430359701596928 408102 390277 347274 180923
832430359719809024 408079 390253 347172 180934
832430359738020992 408046 390238 347212 180883
832430359756233088 408073 390215 347265 180911
832430359774445184 407956 390195 347191 180887
832430359792657152 407959 390147 347148 180870
832430359810869248 407954 390124 347082 180809
832430359829081344 407973 390146 347134 180863
832430359847293312 407974 390193 347100 180859
832430359865505408 408068 390241 347217 180907
832430359883717504 408057 390200 347207 180848
832430359901929472 408138 390251 347167 180879
832430359920141568 408126 390293 347229 180888
832430359938353664 408034 390209 347190 180924
832430359956565760 408038 390208 347173 180941
832430359974777728 407966 390198 347190 180984
832430359992989824 407965 390149 347194 180940
832430360011201920 407970 390132 347201 180923
832430360029413888 408087 390191 347182 180939
832430360047625984 408083 390179 347259 180916
832430360065838080 408118 390193 347185 180889
832430360084050048 408146 390257 347238 180971
832430360102262144 408180 390338 347290 180978
832430360120474240 408152 390324 347275 180937
832430360138686208 408080 390259 347240 180910
832430360156898304 408020 390207 347168 180923
832430360175110400 407971 390165 347162 180894
832430360193322496 407927 390158 347147 180956
832430360211534464 407978 390205 347177 180926
832430360229746560 408025 390204 347206 180985
832430360247958656 408035 390191 347126 180932
832430360266170602 407998 390165 347120 180902
832430360284383616 408064 390251 347194 180918
832430360302596608 408139 390191 347184 180925
832430360320809600 408153 390271 347231 180897
832430360339022720 408061 390239 347283 180958
832430360357235712 408023 390169 347204 180918
832430360375448704 407983 390178 347275 180947
832430360393661696 408020 390192 347200 180926
832430360411874688 408111 390229 347226 180940
832430360430087680 408150 390232 347171 180871
832430360448300800 408062 390233 347223 180875
832430360466513792 408142 390294 347190 180915
832430360484726784 408375 390501 347378 180856
832430360502939776 408655 390690 347468 180880
832430360521152768 408965 390915 347576 180902
832430360539365888 409022 390908 347608 180905
832430360557578880 409085 391004 347693 180908
832430360575791872 409365 391174 347785 180885
832430360594004864 409842 391530 347957 180910
832430360612217856 410362 391904 348229 180914
832430360630430848 410541 392054 348300 180925
832430360648643968 410246 391813 348174 180942
832430360666856960 409571 391270 347868 180925
832430360685069952 408752 390720 347552 180897
832430360703282944 408012 390141 347208 180908
832430360721495936 407630 389939 347019 180967
832430360739709056 407545 389881 346975 180921
832430360757922048 407765 389944 347079 180916
832430360776135040 408182 390242 347234 180925
832430360794348032 408575 390603 347413 180925
832430360812561024 408708 390768 347481 180877
832430360830774016 408990 390907 347598 180832
832430360848987136 409288 391100 347724 180896
832430360867200128 409646 391399 347949 180905
832430360885413120 410205 391705 348079 180934
832430360903626112 410597 392046 348301 180907
832430360921839154 410498 392039 348297 180897
832430360940050560 409983 391595 348004 180891
832430360958262016 409173 391027 347651 180931
832430360976473344 408368 390427 347296 180871
832430360994684800 407787 390015 347125 180919
832430361012896128 407498 389827 346953 180898
832430361031107584 407621 389846 347020 180923
832430361049318912 407954 390125 347154 180871
832430361067530368 408363 390435 347344 180927
832430361085741696 408716 390682 347461 180893
832430361103953152 409007 390854 347608 180930
832430361122164608 409084 390990 347690 180937
832430361140375936 409273 391127 347752 180872
832430361158587392 409563 391352 347892 180926
832430361176798720 410101 391714 348077 180881
832430361195010176 410504 392003 348257 180910
832430361213221504 410442 391935 348237 180905
832430361231432960 409881 391543 348009 180934
832430361249644288 409029 390941 347571 180886
832430361267855744 408273 390318 347273 180911
832430361286067072 407718 389991 347064 180886
832430361304278528 407609 389836 347028 180903
832430361322489984 407776 389967 347059 180917
832430361340701312 408035 390179 347154 180877
832430361358912768 408361 390417 347337 180927
832430361377124096 408689 390698 347498 180982
832430361395335552 408909 390861 347555 180921
832430361413546880 409169 391047 347655 180908
832430361431758336 409476 391234 347809 180916
832430361449969664 409906 391556 347966 180882
832430361468181120 410464 391945 348242 180904
832430361486392576 410649 392091 348360 180925
832430361504603904 410334 391889 348194 180905
832430361522815360 409639 391393 347901 180886
832430361541026688 408692 390692 347440 180916
832430361559238104 407903 390121 347146 180931
832430361577450240 407533 389790 346973 180907
832430361595662336 407432 389826 346941 180906
